Name,Address,Coordinates
Al Rayyan Coffee Shop,,"[58.4116005, 23.5632724]"
Ladies Hairdressing & Beauty Salon,,"[58.4112561, 23.5572667]"
Food Stuff,,"[58.3594892, 23.5955047]"
Hydraulic System Care,,"[58.3602402, 23.5792092]"
Sun Logistics,,"[58.3512055, 23.5808891]"
مكتب سند للخدمات,,"[58.3257299, 23.588239]"
ميلينيوم هايبرماركت Millenium Hypermarket,,"[58.343173, 23.5764362]"
Natural Stone,,"[58.3395237, 23.5739206]"
جراج سوبر تك سعود الجديد,,"[58.3374227, 23.5700192]"
الشركه العمانيه المتحده للتامين,,"[58.3481114, 23.568001]"
سابكو - غلا,,"[58.3475, 23.57565]"
Barber Shop,,"[58.3496074, 23.576897]"
Zubair Furnishing LLC,,"[58.3576793, 23.5770779]"
Khat Jalan Trading,,"[58.3496923, 23.5768647]"
طعام وشراب,,"[58.370589, 23.6018015]"
مغسلة الثلج الأبيض,,"[58.3704054, 23.6018592]"
كيك جالري,,"[58.3664903, 23.6025435]"
مركز سلطان,,"[58.3651448, 23.6019105]"
MIRRORS L.L.C,,"[58.3659468, 23.5982712]"
مازدا للسيارات,,"[58.3706605, 23.5901598]"
Stylish,,"[58.3706537, 23.5937273]"
Gevin market,,"[58.3702314, 23.5935412]"
خدمة الصيانة اودي و فلوكس,,"[58.3633703, 23.590482]"
مجان هايبرماركت Majan Hypermarket,,"[58.3698063, 23.5754858]"
كراج كمجي رمداس غلا,,"[58.3698953, 23.5731499]"
اهلين,,"[58.3666525, 23.5672034]"
عصائر الاستوائية,,"[58.3666646, 23.5672935]"
Al Fair,,"[58.2463043, 23.6138293]"
Shoezies,,"[58.243306, 23.6108961]"
Entrance to MCC,,"[58.248775, 23.6013866]"
Laundry,,"[58.237958, 23.5986013]"
كهربائي السيارات,,"[58.249201, 23.5961874]"
كهربائي السيارات,,"[58.2491797, 23.5963325]"
Tiwi Shopping Center,,"[59.2562407, 22.8288873]"
Laundry,,"[59.2559697, 22.8289698]"
TECHNICAL TRADING COMPANY LLC,,"[58.2665431, 23.4760868]"
عصائر,,"[58.1625184, 23.4627863]"
Home,,"[58.1914354, 23.5256997]"
Manazer Al-Hawaya Al-Jadada Trad. Co.,,"[58.9384024, 22.4960566]"
Mini Market,,"[58.9343147, 22.4926442]"
Supermarkt,,"[58.9886866, 22.5410222]"
Ooredoo,,"[58.8115727, 22.4513795]"
Mobile Phone Shop,,"[58.8115463, 22.4513439]"
تجمع جيبات,,"[58.7314744, 22.5330008]"
Omantel,,"[58.8116073, 22.4514303]"
Shoppers,,"[58.8113824, 22.4515022]"
Barber Shop,,"[58.8116451, 22.4514808]"
Dunlop,,"[58.8122187, 22.4514214]"
Manar Barbara Shopping,,"[58.8120576, 22.451479]"
السوق القديم,,"[58.798754, 22.4314916]"
Hyper market,,"[58.6855233, 22.5840833]"
small shop,,"[58.6855661, 22.5841589]"
Sale of Foodstuff and Vegetables,,"[59.1355595, 22.9914091]"
Marina Bander Al Rowdha,,"[58.6063627, 23.5820034]"
البطاشي,,"[58.5980381, 23.5884243]"
Capital Area Yatch Club,,"[58.6042486, 23.5863226]"
أبو الوليد,,"[58.2377616, 23.6051107]"
بيت عمي سعيد,,"[58.2349998, 23.6002522]"
منزل درويش مراد البلوشي,,"[58.4965895, 23.5186338]"
بيت عمار صالح المعشري,,"[58.5079789, 23.5011484]"
منزل العامرات,,"[58.511169, 23.5229569]"
Bibi Hamriya,,"[58.5059036, 23.5213438]"
Horse Gate Wadi Kabir,,"[58.5818181, 23.5634825]"
View over Rinz,,"[58.5732518, 23.5626008]"
Oasis Tourism Resort,,"[58.5702601, 22.7186436]"
الواحة مول,,"[58.447191, 23.5965443]"
Yoko Sizzlers Gallery Muscat,,"[58.44639, 23.58822]"
بيت محمد,,"[58.4477604, 23.588377]"
flat 135 3BHK,,"[58.4602887, 23.4478965]"
Villa no 371,,"[58.4399027, 23.5919374]"
Bait Al-Maqham,,"[58.3911471, 23.5344418]"
مجلس بوشر العام,,"[58.392866, 23.5371854]"
فندق مجان,,"[58.3923767, 23.5737306]"
Jabrin Complex,,"[58.3917205, 23.5749905]"
فيلا استاذه زكيه,,"[58.3627293, 23.5603084]"
Al Hamam Hot Spring,,"[58.3236588, 23.4701899]"
منزل,,"[58.4260767, 23.5669306]"
شقة صاحب حفيظ مسقط,,"[58.4201249, 23.5759739]"
عقبة بوشر +العامرات,,"[58.4297421, 23.5616772]"
Muhammad lawati,,"[58.4192128, 23.5593036]"
النخبة للشقق الفندقية,,"[58.3502435, 23.5934965]"
Oman Automobile Association Karting Track,,"[58.3200691, 23.5832179]"
جي ام ماريوت مسقط,,"[58.32798, 23.5697636]"
قاعدة المعارض والمؤتمرات,,"[58.3281049, 23.5674043]"
Behly's Villa,,"[58.3634225, 23.6004424]"
Barney Kruger en Jodene se plek,,"[58.3635312, 23.601479]"
Nomad Guest House,,"[58.3711142, 23.5963587]"
الهيئة العامة لسجل القوى العاملة,,"[58.3665331, 23.588992]"
Savoy Grand Hotel Apartments,,"[58.3629549, 23.586709]"
Centara Hotel,,"[58.3703727, 23.5865957]"
Aggreko,,"[58.3642225, 23.5792505]"
بعد,,"[58.3517454, 23.094311]"
مكتب جود للسفر والسياحة,,"[58.2427832, 23.6108085]"
حدائق الصحوه,,"[58.2483958, 23.5933885]"
Wadi Shab Resort,,"[59.2376713, 22.8522806]"
Guesthouse,,"[59.2396579, 22.8477691]"
Pebbles beach,,"[59.2409975, 22.8466515]"
Tiwi Sunrise,,"[59.2636553, 22.8230181]"
Wadi Tiwi,,"[59.2586711, 22.8223889]"
Wadi Al Arbeieen,,"[59.016566, 23.0360845]"
Weihrauchbaum,,"[59.0453425, 23.0851747]"
منزل,,"[58.3042331, 23.4731787]"
المنزل,,"[58.8043195, 22.4372389]"
Al Areen Hotel Apartments,,"[58.802474, 22.4584051]"
Wahiba,,"[58.7328145, 22.4978124]"
مخيم السلام,,"[58.6821665, 22.4597774]"
Bush camp Badiyah,,"[58.6812477, 22.493743]"
Tower,,"[58.6749674, 22.6146576]"
النبأ قرية السعديين,,"[58.6907116, 22.7399261]"
Bimmah farm,,"[59.0919368, 23.0254771]"
Bimma Beach Villa,,"[59.1378104, 22.993108]"
Al Fawan Restaurant,,"[58.5502407, 23.585422]"
امير مندي,,"[58.4309499, 23.587417]"
مطعم رفيل,,"[58.4305647, 23.5897728]"
Spicy Village Restaurant,,"[58.4296606, 23.5922082]"
The Turkish House,,"[58.4299788, 23.5925588]"
مطعم,,"[58.4293344, 23.5922352]"
Baskin-Robbins,,"[58.4295026, 23.596578]"
مطعم الروشة,,"[58.4289568, 23.599551]"
Oman Arab Bank,,"[58.4311411, 23.5965765]"
مسجد,,"[58.4510722, 22.9786025]"
Partner Board Game Cafe,,"[58.4233478, 23.5830492]"
Hyderabadi Special Food,,"[58.4246581, 23.5862482]"
Ibn Zuhr Polyclinic,,"[58.4249927, 23.5861435]"
قرية المشاوي,,"[58.4234655, 23.5876082]"
Renta Car,,"[58.4228349, 23.5870011]"
P2,,"[58.2915581, 23.6001598]"
محطة النبع,,"[58.2626858, 22.9130066]"
مقهى,,"[58.5820289, 23.3421766]"
مسجد,,"[58.5065454, 23.3618833]"
Al Khamail Restaurant,,"[58.5119966, 23.3834181]"
Al Maha,,"[58.4129504, 23.5664511]"
Subway,,"[58.4023331, 23.5586289]"
Bank Muscat,,"[58.4007596, 23.5560311]"
National Bank of Oman,,"[58.4006334, 23.5554923]"
Restaurant,,"[59.8273519, 22.4256902]"
مسجد والي سدح,,"[55.0711952, 17.0512853]"
مسجد عامر رويه,,"[55.0686574, 17.0549438]"
Al Ain Al Ahalia Medical Centre,,"[55.7568455, 24.2254459]"
Burger Stop,,"[55.7586401, 24.22441]"
جامع التقوى,,"[58.2102118, 23.0254248]"
مطعم الريان الحديث,,"[56.5132441, 23.2284296]"
صيدلية مسقط المرتفع عبرى,,"[56.5137464, 23.2359421]"
مطعم طيبات الشام,,"[56.5136116, 23.2323806]"
مجمع الظاهرة الطبى,,"[56.5135025, 23.230319]"
مكتب بريد عبرى,,"[56.5133301, 23.238694]"
مطعم ومقعى اليمامة,,"[56.5140962, 23.238821]"
مسجد,,"[58.5017228, 23.4244954]"
Adnoc Oasis,,"[55.7690637, 24.2869384]"
Burjeel Royal Hospital,,"[55.7587557, 24.2238929]"
Al Hikma Pharmacy,,"[55.7650079, 24.2211192]"
Food World,,"[55.7643916, 24.2214586]"
Al Ain Al Ahalia Pharmacy,,"[55.7568772, 24.2255875]"
Karak Tea,,"[56.4359421, 24.8043832]"
Al Maha,,"[55.8377896, 23.9716407]"
صيدلية مسقط,,"[57.0914157, 23.9715476]"
Costa Coffee,,"[58.453977, 23.6120102]"
Shandiz,,"[58.4646538, 23.6138167]"
جامع,,"[58.1165653, 23.5758942]"
محكمة العين - الوقن,,"[55.5636394, 23.6234812]"
مستشفي الوقن,,"[55.5664763, 23.6373046]"
مركز شرطة الوقن,,"[55.5662314, 23.6270579]"
الدفاع المدني,,"[55.5633898, 23.6227335]"
فايف مينت برجر,,"[57.4323391, 23.8352259]"
كنافات,,"[57.4330764, 23.8360527]"
مسجد الخير,,"[57.1267645, 23.9404635]"
البنك الوطني ATM,,"[57.1683702, 23.9202558]"
Mocha Cafe,,"[58.6602395, 23.5513133]"
أدنوك,,"[55.4228505, 23.3984448]"
AHS Al'Qua,,"[55.4215015, 23.3972169]"
Al Tuwayia Pharmacy,,"[55.7673941, 24.266626]"
Mechanic Burger,,"[55.7673093, 24.2677864]"
Fresh Philly Restaurant,,"[55.7704711, 24.2658323]"
Malabar Gold,,"[58.5459332, 23.5884809]"
بيع قطع غيار أدوات كهربائي,,"[58.5473178, 23.5886358]"
Coffee Shop,,"[58.5976951, 23.5940216]"
Al Hashar Travel,,"[58.5451436, 23.5898158]"
Laundry,,"[58.5490821, 23.5848603]"
عصائر فاكهة الشام,,"[58.4310528, 23.5874113]"
Mango Talaat,,"[58.4299382, 23.5914734]"
البيت التركي,,"[58.4305841, 23.5922287]"
Sahara,,"[58.431004, 23.5965769]"
Al Meera,,"[58.4302287, 23.5965607]"
Danube Home,,"[58.4317735, 23.5963978]"
New Diamond Furniture,,"[58.4289859, 23.59144]"
Gaming Center,,"[58.4162142, 23.5958344]"
Al Qais Shopping Centre,,"[58.41601, 23.5960786]"
Sale of Electronics,,"[58.426659, 23.5943721]"
ماي بيك,,"[58.4282541, 23.584732]"
City Sun Gift Market,,"[58.4248601, 23.5835488]"
Babil Bookshop and Sanad Services,,"[58.42465, 23.5834766]"
الذوق الرفيع,,"[58.4238096, 23.5832063]"
Cake Creations,,"[58.4232881, 23.5830312]"
Desert Trading Co,,"[58.4242486, 23.5862391]"
Serta,,"[58.4243047, 23.5862364]"
بيع الكماليات,,"[58.4238593, 23.5875941]"
Hair Dressing & Beauty,,"[58.4251873, 23.5876431]"
Al Nazih,,"[58.4224465, 23.5866701]"
Oman bycicle,,"[58.4095921, 23.5714627]"
Optics,,"[55.7574278, 24.2267713]"
مكتبة عبرى الحديثة,,"[56.514503, 23.2376997]"
مكتبة كنوز المعرفة,,"[56.5144828, 23.23038]"
مكتبة دار الأندلس,,"[56.5132804, 23.229373]"
اليمامة للتسوق,,"[56.5140718, 23.239135]"
KM Trading Co,,"[55.764759, 24.2227955]"
Roshan,,"[55.7601411, 24.2198513]"
مؤسسة الهاملي للمواد الغذائية,,"[55.5210244, 23.5625974]"
سيحوت هايبرماركت,,"[57.0934033, 23.9690324]"
بيت عرفات,,"[57.4141635, 23.8496551]"
مخبز وحلويات,,"[57.3295898, 23.8586658]"
المتحجبه,,"[57.4319375, 23.8347611]"
Chocola paris,,"[57.4313275, 23.8341564]"
عطورات الحرمين,,"[57.4312171, 23.8340534]"
ممتاز للسيراميك,,"[57.3965634, 23.8334746]"
الكرامه هايبر ماركت السويق,,"[57.4380082, 23.8468139]"
بيع وتغيير الإطارات,,"[57.4033598, 23.8291254]"
Souq,,"[57.4388999, 23.848947]"
Children Games Box,,"[55.7674696, 24.2662134]"
Najm Al Waha,,"[55.7676839, 24.2659088]"
Private Car,,"[55.7681616, 24.2666135]"
Al Badbea Barbershop,,"[55.7683752, 24.2650808]"
Al Ain Prince Gents Saloon,,"[55.7691021, 24.2669692]"
Pro Class Auto Care,,"[55.767307, 24.2676869]"
Suwayh Waterfall and Pools,,"[58.9912961, 23.0347332]"
Safeer Plaza Hotel Apartments,,"[58.4252633, 23.5861024]"
Durai Room in Al Khuwair,,"[58.425287, 23.5878105]"
بديعة الرحبيين,,"[58.4248879, 23.1412828]"
المغامر,,"[58.4132236, 23.563319]"
بو شر,,"[58.4140799, 23.567753]"
رحاب للشقق الفندقية,,"[58.4087825, 23.5729569]"
Neolithisches Grabfeld,,"[58.2658762, 22.9819976]"
قلعة العوامر,,"[59.7898969, 22.5241874]"
Public Parking Turtle Beach,,"[59.826906, 22.4257696]"
Ras Al Jinz Turtle Reserve,,"[59.827169, 22.4255066]"
Turtle nesting beach,,"[59.834459, 22.4214483]"
Ras Al Hadd Guest House,,"[59.7898033, 22.5330366]"
مزرعة الصفا,,"[55.6605887, 23.2923843]"
بيتي,,"[55.4229727, 23.412549]"
القوع,,"[55.4168425, 23.413495]"
Qurum Beach Hotel,,"[58.4857794, 23.6278228]"
Ramee Guestline Hotel,,"[58.486356, 23.6277508]"
Global Money Exchange,,"[56.7315701, 24.3497767]"
car wash,,"[56.7233432, 24.3595476]"
Sohar international high school,,"[56.7077334, 24.3732935]"
restaurant Sadaf Iranian,,"[56.7299215, 24.3533824]"
Alareesh,,"[55.7620817, 24.224809]"
Lancaster Pharmacy - Al Murabaa Branch,,"[55.7739176, 24.2232684]"
Al Shaab Pharmacy,,"[55.7759027, 24.2185535]"
Aleddin Restaurant,,"[55.7767319, 24.219737]"
Gems Medical Clinic,,"[55.7725432, 24.2221666]"
Al Noorain Pharmacy,,"[55.7715203, 24.2219406]"
مسجد الخليو,,"[57.4205648, 23.4125108]"
مكتب البريد الرستاق,,"[57.4549003, 23.482975]"
ركن البيتزا,,"[57.1574849, 23.9263362]"
Al Ahli bank,,"[57.6308232, 23.7433538]"
حضانة البيان,,"[57.4143022, 23.8263334]"
الدانه ظل بيروت,,"[57.5230354, 23.7984212]"
برزة المكان,,"[57.5233334, 23.7989518]"
مسجد عبد الرحمن بن عوف,,"[58.2023528, 23.6293325]"
بيع منقيات المياه وفلترات,,"[58.1968868, 23.6301002]"
مشويات الرئيسي,,"[58.194697, 23.6275513]"
ICE CREAM SHOP,,"[58.1971149, 23.6286879]"
Al Wanasa Shopping,,"[58.2067107, 23.6291794]"
International toddler house,,"[58.2093782, 23.6293432]"
مطعم رافيولي,,"[58.2150595, 23.6314819]"
مطعم باكستاني,,"[57.4860119, 23.8011861]"
مستشفى UMC Healthcare,,"[57.4844339, 23.8018063]"
الموصل لطب و جراحة الأسنان,,"[57.4840855, 23.8019282]"
Car washing service,,"[57.4194263, 23.7818777]"
نفط عمان,,"[57.4260191, 23.798116]"
جامع الزبير بن العوام,,"[57.4309405, 23.8116658]"
PDO School,,"[58.5033813, 23.6337763]"
مركز الشريسه الصحي,,"[57.4482295, 23.8444017]"
بنك مسقط,,"[57.4375769, 23.8456432]"
محطة وقود المها,,"[57.437661, 23.8460134]"
بنك ظفار سوق السويق,,"[57.4383582, 23.847532]"
موقف تاكسي,,"[57.4387828, 23.8481622]"
مركز عود الشرق للتسوق,,"[57.439218, 23.8485326]"
صيدلية مسقط,,"[57.4387324, 23.8483793]"
بيع المشاكيك سوق السويق,,"[57.4396468, 23.849737]"
مسجد الصباره,,"[57.4397163, 23.8500063]"
مسجد,,"[57.4370423, 23.8492843]"
مقهى شاي عنتر,,"[57.4369031, 23.8424841]"
صيدلية أبو بدر الحوسني,,"[57.4369012, 23.8425272]"
بيتزا الخليج,,"[57.4324842, 23.8362489]"
PDO Old School,,"[58.4984141, 23.6393052]"
مستشفى مسقط الخاص _مطرح,,"[58.551765, 23.6091375]"
سيتى سينيما بانوراما مول,,"[58.5474867, 23.5897629]"
Global Money Exchange,,"[58.5522342, 23.589924]"
Global Money Exchange,,"[58.5523258, 23.589617]"
Car Wash,,"[58.5534072, 23.5867652]"
مركز الأمل الطبي,,"[58.5535944, 23.5899397]"
مرينة,,"[58.4526525, 23.612738]"
Cold Stone,,"[58.453869, 23.6122729]"
Chatime,,"[58.4539318, 23.6121171]"
Al Sahwa Schools,,"[58.4533592, 23.6101153]"
Pizza Hut,,"[58.4554325, 23.5994368]"
Persepolis,,"[58.4542717, 23.6001217]"
Subway صب وي,,"[58.455281, 23.6087647]"
ims,,"[58.449487, 23.6085432]"
Habana,,"[58.4453159, 23.6088774]"
جراحة التجميل,,"[58.4506237, 23.6048053]"
مطعم و مقهى نشوى,,"[58.4462091, 23.6093823]"
Volare Pizzeria,,"[58.4551452, 23.6094174]"
جامع النبره الكبير,,"[57.3673739, 23.8508996]"
مسجد علي بن راشد السعدي,,"[57.3668147, 23.847762]"
مطعم خط صلاله,,"[57.4337156, 23.4487276]"
الشركة التعاونية لخدمات السلامة المحدودة,,"[58.3760016, 23.5814006]"
Value Plus,,"[58.3807071, 23.5841443]"
Sangeetha chechi'shouse,,"[58.3919515, 23.5942097]"
مقهى,,"[58.3831184, 23.5769488]"
أدنوك,,"[56.3616321, 25.2899759]"
Restaurant 2000,,"[55.7719148, 24.221916]"
مسجد الهداية,,"[58.218483, 23.6241213]"
جامع العقده,,"[57.3550111, 23.8338382]"
مقهى شاورما التركي 101,,"[57.4342511, 23.8373224]"
هلال برجر,,"[57.4314087, 23.8352282]"
Italian Barrista cafe',,"[57.4315322, 23.8341545]"
شاورماك,,"[57.4320557, 23.8348851]"
Burger Street,,"[57.43226, 23.8347858]"
Signature,,"[57.4321677, 23.8348554]"
كيف الشيوخ,,"[57.4320986, 23.8349196]"
don,,"[57.4324366, 23.8353211]"
البنك الوطني العماني,,"[57.4380764, 23.8469728]"
مقهى,,"[58.5551, 23.588312]"
محطة وقود نفط عمان,,"[58.553443, 23.5927691]"
Kargeen,,"[58.4550004, 23.6005527]"
Ziyara,,"[58.4549099, 23.6003545]"
Starbucks,,"[58.4549172, 23.6014572]"
مجمع نور الإيراني الطبي,,"[58.4569144, 23.6073051]"
المركز العماني الفرنسي,,"[58.4550966, 23.6061984]"
مقهى الروشة,,"[58.4532635, 23.6067998]"
الدولية للصرافة,,"[58.4542984, 23.6075252]"
باسكن روبنز,,"[58.4542271, 23.6074495]"
بنك مسقط,,"[58.4545441, 23.6074151]"
Muscat Pharmacy,,"[58.4552321, 23.607745]"
Love at First Bite,,"[58.4551533, 23.6095378]"
مسجد,,"[57.392167, 23.8473186]"
جامع السور,,"[57.3570861, 23.8411651]"
روضة جنى المستقبل الخاصه,,"[57.3590178, 23.8406112]"
مجمع كهرباء,,"[57.3589958, 23.8391136]"
Green House shopping,,"[57.3359505, 23.8551208]"
مدرسة الأفق للتعليم الأساسي,,"[57.3525274, 23.8501699]"
مسجد,,"[57.3634088, 23.8458153]"
Pizza house,,"[57.3640388, 23.8457238]"
هوت برجر,,"[57.3639835, 23.8457646]"
شؤون البلاط. مختبر الأحياء الدقيقة,,"[58.3919813, 23.5899902]"
Bank Dhofar,,"[58.3837479, 23.5893605]"
Peaceland Pharmacy - Safa Medicare,,"[58.384224, 23.590006]"
Al Zaitoun,,"[58.3889875, 23.593182]"
تكة بحريني,,"[58.3904443, 23.5930361]"
مسجد محطة شل السوادي,,"[57.7387848, 23.7211379]"
مطعم العالم العربي,,"[57.7346651, 23.7225128]"
مسجد سعيد الكحالي,,"[57.7277517, 23.7519706]"
Al Noor Pharmacy,,"[55.767801, 24.2226846]"
مستشفى ابولو الحيل,,"[58.2279177, 23.6381723]"
تت,,"[58.2271694, 23.6384913]"
وقت الشاي,,"[58.2325826, 23.6363831]"
وقت الشاي,,"[58.2326964, 23.6363139]"
مطعم فود بوك,,"[58.2293701, 23.6356622]"
Lahan Al Rawal Coffee Shop,,"[58.2293863, 23.6345971]"
RFC,,"[58.2310961, 23.6335484]"
مقهى شاي كرك,,"[58.2408281, 23.6383265]"
مركز شرطة بركاء,,"[57.881749, 23.6560506]"
اسطوانات غاز,,"[57.8945073, 23.6530827]"
مسجد الزهراء بنت الرسول - هلبان,,"[57.9906378, 23.6502241]"
المها,,"[57.9524856, 23.6651754]"
معهد التدريب التقني والاداري,,"[57.962248, 23.6680271]"
مأكولات إيطالية تركية يمنية,,"[57.9344511, 23.6602027]"
ارامكس بركاء,,"[57.936665, 23.6607945]"
دومينوز بيتزا بركاء,,"[57.8916419, 23.6663016]"
بيتزا هت بركاء,,"[57.8959733, 23.6656469]"
مجمع صحي بركاء,,"[57.8765007, 23.6651174]"
نفط عمان,,"[57.8882975, 23.6656694]"
دجاج كنتاكي,,"[57.8824477, 23.6682435]"
مأكولات سريعة,,"[57.8822435, 23.6682697]"
Subway,,"[57.8810058, 23.6683773]"
مسجد,,"[58.2358691, 23.6447313]"
Yanqul Health center,,"[56.4835322, 23.6604292]"
نفط عمان,,"[58.0697727, 23.6922079]"
مطعم,,"[58.0208574, 23.6837421]"
محطة المها,,"[58.113968, 23.658243]"
جامع اليقين,,"[58.1100999, 23.6564668]"
تنجيد السيارات,,"[58.1063237, 23.6616277]"
جامع مصعب بن عمير,,"[58.1169404, 23.6539678]"
إشارات المعبيله,,"[58.1225007, 23.6539558]"
Turkish Restaurant,,"[58.1219455, 23.6536149]"
Sadaf Iranian Restaurant,,"[58.1218871, 23.6534869]"
صدف ایرانی رستوران,,"[58.1220596, 23.6536266]"
جامع الأنوار,,"[58.1182613, 23.6503062]"
مشاوي قرية,,"[58.1145524, 23.6374008]"
مطعم هوم تست اند مور,,"[58.1162549, 23.6382307]"
مطعم الزعيم,,"[58.1161346, 23.63826]"
